negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Customer Service Issue,Delta,"Boston, MA",0,@JetBlue Finally starting to come out. 40 minutes and no communication is not acceptable. Letting me down today.,Negative,1
Customer Service Issue,Delta,"Boston, MA",0,@JetBlue Found someone to ask. No answers. Landed almost 40 minutes ago.,Negative,2
Flight Attendant Complaints,Delta,On the road to paradise,0,@JetBlue Gnight checked in at POS &amp; supervisor was unaware of policy. That sucked having to guide him to the internet. He was v unfriendly,Negative,5
Customer Service Issue,Delta,Saint Leo ,0,"@JetBlue your customer services agent Jorge at Orlando International is rude and disrespectful, I never want to deal with your bullshit ever",Negative,6
Flight Attendant Complaints,Delta,"Waltham, MA",0,"@JetBlue My mother had overheard a personnel ask the attendant if ""the passengers really knew what was going on"" and the attendant said no.",Negative,5
Late Flight,Delta,Saint Leo ,0,@JetBlue I want you to pay for my parking fee at Orlando airport because your app told me my moms flight landed at 9:19 and it lied,Negative,6
,Delta,san francisco CA,0,@JetBlue is yr site having trouble for mobile check in ?,Negative,2
Late Flight,Delta,,0,"@JetBlue 1472, FLL to LGA. This is getting old. 4th @JetBlue flight in 2.5 weeks, 4th significant delay.",Negative,1
Damaged Luggage,Delta,"ÃœT: 40.96513,-73.872957",0,@JetBlue I just submitted feedback for you @gripeo. Not a good way 2 handle baggage or customers: http://t.co/F6COpX1Fvj,Negative,4
Late Flight,Delta,,0,"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!",Negative,6
Flight Booking Problems,Delta,#ManorvilleInExile,0,"@JetBlue Why doesn't your ""Best Fare Finder"" work?",Negative,6
Can't Tell,Delta,Dominican Republic,0,@JetBlue u suck Big Donkey Balls!,Negative,3
Late Flight,Delta,,0,@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......,Negative,5
Lost Luggage,Delta,Northern Virginia,0,@JetBlue Walked down the hall to Carousel 8...found all bags sitting there. Still no words from crew...signage still not updated,Negative,1
,Delta,USA,0,@JetBlue Airways Corporation (JBLU) loses -0.06% on news that @JetBlue Airways ... - WallStreet Scope http://t.co/oFW4A8b5WS,Negative,6
Flight Booking Problems,Delta,"Denver, CO/NYC",0,@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue,Negative,6
Customer Service Issue,Delta,Massachusetts,0,"@JetBlue, my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out",Negative,1
Customer Service Issue,Delta,"Forest Hills, NY",0,@JetBlue I did not report the updated info - don't know how to reach them without a super long wait on hold at your main number.,Negative,5
Late Flight,Delta,,0,@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,Negative,0
Lost Luggage,Delta,"ÃœT: 40.96513,-73.872957",0,@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,Negative,3
Damaged Luggage,Delta,"ÃœT: 40.96513,-73.872957",0,@JetBlue U say our safety is our highest priority but that doesn't extend 2 our property? This is totally nuts. http://t.co/xZY7pHKFGR,Negative,7
Can't Tell,Delta,Washington DC,0,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain,Negative,8
Customer Service Issue,Delta,Boston,0,@JetBlue only w/ $70 upgrade. Unsure why she can't just switch someone around. I called 24 hrs in advance for this reason.,Negative,2
,Delta,,0,@JetBlue is the trueblue site broken at the moment?,Negative,6
Flight Booking Problems,Delta,Logan International Airport,0,@JetBlue can't change it. True blue points and I can't get to a phone,Negative,6
,Delta,Logan International Airport,0,"@JetBlue my mom wanted me to change her seat along with my sister, but their two different reservations and idk",Negative,9
Lost Luggage,Delta,"Canton, MA",0,@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury,Negative,6
Can't Tell,Delta,"Canton, MA",0,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",Negative,4
,Delta,New York City,0,"@JetBlue yes, but it hurt my feelings to walk by MINT. A fella can dream. #happy4them",Negative,1
Customer Service Issue,Delta,ft Lauderdale,0,@JetBlue lots of people scratching heads and looking at screens ignoring passengers,Negative,2
Flight Attendant Complaints,Delta,ft Lauderdale,0,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??,Negative,1
Customer Service Issue,Delta,Boston,2,"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",Negative,7
Bad Flight,Delta,"Boston, MA",0,@JetBlue Oh no! I thought it did. :(,Negative,8
,Delta,USA,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,Negative,5
Late Flight,Delta,Buffalo NY/ Pinehurst NC,0,@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,Negative,1
Customer Service Issue,Delta,Buffalo NY/ Pinehurst NC,0,"@JetBlue I may not make my connection and need to find out my options, yet no one is here.",Negative,1
,Delta,new orleans,0,@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor,Negative,5
Flight Attendant Complaints,Delta,new orleans,0,@JetBlue would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,Negative,5
Customer Service Issue,Delta,"New Orleans, LA",0,@JetBlue loves to respond to positive tweets but they ignore problems w/ customers. Just ask NOLA musician @j_beatz247 about that. #shameful,Negative,2
Flight Booking Problems,Delta,,0,@JetBlue Only middle seats. SFO -&gt; BOS. Not fun. She keeps getting $10 credits. Would much rather have a working TV.,Negative,8
Bad Flight,Delta,San Francisco,0,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,Negative,1
Customer Service Issue,Delta,"Miami, FL",0,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about,Negative,5
Late Flight,Delta,NYC,0,"@JetBlue you are missing the point. The flight left an hour Late Flight. Why are you allowed to be that Late Flight, and still charge me $50 and 10hrs?",Negative,1
Can't Tell,Delta,NYC | CT,0,"It's on me, @JetBlue! That's not what you said last night, though... :(",Negative,0
longlines,Delta,NYC,0,@JetBlue and the 20min line I stood in to drop my bag off?,Negative,4
,Delta,New York,0,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,Negative,6
Customer Service Issue,Delta,"Long Beach, NY",0,@JetBlue my son left his iPad on flight 1401 from JFK to FLL on Monday. I called and left message and have no heard back. Seat 25A.,Negative,0
Customer Service Issue,Delta,Merrick,0,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,Negative,4
Customer Service Issue,Delta,,0,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,Negative,4
Can't Tell,Delta,"Boston, MA",0,"@JetBlue just a heads up, this page no longer exists http://t.co/NsJWVTTjGo",Negative,4
Can't Tell,Delta,South West UK,0,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?,Negative,7
Cancelled Flight,Delta,,0,@JetBlue they say they have no update. I don't work I don't get paid.  Jet blue has my money but no flight. Argh!,Negative,8
Can't Tell,Delta,,0,@JetBlue no news here at the gate. What are my options?,Negative,4
Customer Service Issue,Delta,Merrick,0,@JetBlue  no ... I am guessing I have to call someone,Negative,6
,Delta,USA,0,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,Negative,4
,Delta,USA,0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,Negative,5
Cancelled Flight,Delta,BOSTON,0,"@JetBlue disappointed that my flight back to boston from PR was Cancelled Flightled,rebooked 4 the next day,delayed that one too, and no compensation",Negative,1
,Delta,"Brooklyn, NY",1,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.,Negative,8
Customer Service Issue,Delta,,0,"@JetBlue She claimed that she did, but I was not happy with the way I was treated.",Negative,8
Late Flight,Delta,"Provo, UT",0,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting.",Negative,0
Late Flight,Delta,,0,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,Negative,1
Lost Luggage,Delta,,0,@JetBlue bag just delivered and items have been stolen.  At first look - my Kate spade bag and bottle of spiced rum!  Wtf!!,Negative,2
Cancelled Flight,Delta,"New York, NY",0,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",Negative,6
Lost Luggage,Delta,,0,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy,Negative,0
Flight Attendant Complaints,Delta,,0,@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,Negative,5
Flight Booking Problems,Delta,,0,@JetBlue offered to pay for tix at the airport BC we were never told that our reservation didn't go through. Was told I could pay $2275 pp.,Negative,6
Can't Tell,Delta,,0,@JetBlue right now completely pissed off,Negative,1
Lost Luggage,Delta,,0,"@JetBlue I've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat",Negative,0
Customer Service Issue,Delta,,0,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,Negative,3
Bad Flight,Delta,,0,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,Negative,0
Customer Service Issue,Delta,"Greenwich, CT",0,â€œ@JetBlue: @Analystdoc Unfortunately that's not an available option with our current system. Sorry guys. That's a certain #fail Fix it plz.,Negative,6
Customer Service Issue,Delta,,0,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",Negative,9
Customer Service Issue,Delta,"Greenwich, CT",0,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",Negative,9
Cancelled Flight,Delta,,0,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2",Negative,0
Customer Service Issue,Delta,"New York, New York",0,@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm,Negative,4
Can't Tell,Delta,Dorado,0,@JetBlue where exactly can I leave a note,Negative,0
Customer Service Issue,Delta,"Greenwich, CT",0,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold....",Negative,8
Customer Service Issue,Delta,"Greenwich, CT",0,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,Negative,0
Customer Service Issue,Delta,Dorado,0,@JetBlue they tried to have us towed. Do you think I'll be flying out of your terminal again? Risk of $75 fine from corrupt police official,Negative,6
Can't Tell,Delta,Dorado,0,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",Negative,3
Can't Tell,Delta,"New York, New York",0,@JetBlue why did I pay for extra space to be forced to put my backpack under my seat? Its my only bag. Flight 135. Unprofessional.,Negative,4
Bad Flight,Delta,,0,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(,Negative,4
Flight Attendant Complaints,Delta,NYC,0,"@JetBlue yes, today. Flight is full now. They said no to me at gate :(",Negative,8
,Delta,,0,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...,Negative,0
,Delta,NYC,0,@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?,Negative,1
Late Flight,Delta,,0,@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue,Negative,8
Late Flight,Delta,,0,@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,Negative,8
Late Flight,Delta,"New York, NY",0,"@JetBlue we are delayed, until he arrives",Negative,1
Late Flight,Delta,"New York, NY",0,"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed.",Negative,1
,Delta,USA,0,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,Negative,5
Lost Luggage,Delta,"ÃœT: 40.96513,-73.872957",0,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp; can't. I need 2 get home. Upgrade 2 @HP printers MFPs,Negative,4
,Delta,NYC | CT,0,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2",Negative,1
Customer Service Issue,Delta,New York City,0,@JetBlue Ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. Enraging! I need to speak to someone! #help,Negative,2
,Delta,NY,0,@JetBlue No not yet. I will notify them. I'm new at this! ðŸ˜Š,Negative,7
Customer Service Issue,Delta,"Florida, USA",0,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.",Negative,6
Late Flight,Delta,Long Island,0,@JetBlue why are we delayed :( flight 1601,Negative,1
Customer Service Issue,Delta,Boston,0,"@JetBlue continue button generated a trip to ""plan your trip page""
regardless of how far along I was in Flight Booking Problems process
hint: the end of it",Negative,4
,Delta,USA,0,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1,Negative,5
,Delta,,0,@JetBlue I would go for 3rd time to Jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary,Negative,6
Can't Tell,Delta,,0,@JetBlue remember - I'm very doubtful and not very hopeful :(,Negative,2
Damaged Luggage,Delta,"Boston, MA",0,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,Negative,8
Damaged Luggage,Delta,"Boston, MA",0,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,Negative,2
Late Flight,Delta,New York City,0,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.,Negative,4
Bad Flight,Delta,"New York, NY",0,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",Negative,6
Late Flight,Delta,"New York, NY",0,"@JetBlue, I normally â¤ï¸ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",Negative,8
Customer Service Issue,Delta,"Boston, MA",0,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was,Negative,8
,Delta,Chicagoland,0,"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",Negative,1
Customer Service Issue,Delta,,0,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare.",Negative,4
,Delta,USA,0,@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,Negative,5
Late Flight,Delta,"Yauco, Puerto Rico",0,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection,Negative,6
Cancelled Flight,Delta,"Yauco, Puerto Rico",0,@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500,Negative,0
Customer Service Issue,Delta,"Yauco, Puerto Rico",0,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting,Negative,0
,Delta,UK,0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ,Negative,5
Late Flight,Delta,,0,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,Negative,0
Customer Service Issue,Delta,,0,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,Negative,6
Late Flight,Delta,"Yauco, Puerto Rico",0,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,Negative,1
Customer Service Issue,Delta,,0,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,Negative,2
Customer Service Issue,Delta,,0,@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people,Negative,9
,Delta,Logan International Airport,0,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",Negative,2
Customer Service Issue,Delta,New York,0,@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...,Negative,0
Late Flight,Delta,,0,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,Negative,8
Late Flight,Delta,,0,@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer,Negative,7
,Delta,,0,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,Negative,0
Can't Tell,Delta,undecided,0,@JetBlue is REALLY getting on my nerves !! ðŸ˜¡ðŸ˜¡ #nothappy,Negative,7
Customer Service Issue,US Airways,,0,@USAirways you're killing me from the inside,Negative,0
,US Airways,,0,"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",Negative,3
Bad Flight,US Airways,"Astoria, NY",0,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail,Negative,9
Customer Service Issue,US Airways,"Raleigh, NC",0,@USAirways ok...i know doors close ~10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we haven't boarded.,Negative,1
longlines,US Airways,"Astoria, NY",0,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,Negative,2
Customer Service Issue,US Airways,,0,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,Negative,2
Flight Attendant Complaints,US Airways,,0,@USAirways DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.,Negative,8
Late Flight,US Airways,,0,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!",Negative,1
Customer Service Issue,US Airways,,0,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",Negative,3
,US Airways,1/1 loner squad,0,@USAirways did you know that suicide is the second leading cause of death among teens 10-24,Negative,6
Can't Tell,US Airways,,0,@USAirways Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.,Negative,8
Late Flight,US Airways,,0,@USAirways standby so far for two of us. With snow storm hitting Iowa tomorrow we could be stuck here for two days.,Negative,3
longlines,US Airways,,0,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!,Negative,2
,US Airways,,0,@USAirways any travel advisory coming for the Carolinas?  Bad weather!,Negative,4
Customer Service Issue,US Airways,"Washington, DC",0,@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?,Negative,9
Late Flight,US Airways,,2,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,Negative,2
Can't Tell,US Airways,Saratoga Springs,0,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.,Negative,6
,US Airways,,0,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,Negative,8
Cancelled Flight,US Airways,Just outside of Thunder Dome,2,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.,Negative,3
Lost Luggage,US Airways,,0,@USAirways I don't want your sympathy I want someone to make an effort to find my bag,Negative,1
Can't Tell,US Airways,,0,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,Negative,6
Lost Luggage,US Airways,"Dumfries, Virginia",0,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!,Negative,8
Lost Luggage,US Airways,,0,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,Negative,2
Customer Service Issue,US Airways,,0,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",Negative,9
,US Airways,,0,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name",Negative,9
,US Airways,,0,@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,Negative,9
Bad Flight,US Airways,,0,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies,Negative,6
,US Airways,,0,@usairways Is it possible to Cancelled Flight my reservation online?,Negative,4
,US Airways,"Tampa, Florida",0,"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.",Negative,4
,US Airways,"Tampa, Florida",0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... ðŸ‘€",Negative,4
Customer Service Issue,US Airways,,0,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,Negative,9
Lost Luggage,US Airways,Kentucky,1,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002,Negative,9
Late Flight,US Airways,"Minneapolis, MN",0,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,Negative,1
Lost Luggage,US Airways,"Dumfries, Virginia",0,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,Negative,9
Customer Service Issue,US Airways,"Hanover Twp, PA",0,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful.",Negative,3
Cancelled Flight,US Airways,Kentucky,0,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",Negative,2
Customer Service Issue,US Airways,,0,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",Negative,9
Customer Service Issue,US Airways,"Atlanta, United States",0,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,Negative,4
Late Flight,US Airways,"Durham, NC",0,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,Negative,3
Customer Service Issue,US Airways,"Tampa, Florida",0,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",Negative,6
Late Flight,US Airways,St. Louis,0,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,Negative,9
Can't Tell,US Airways,"Hudson Valley, NY",0,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,Negative,9
Customer Service Issue,US Airways,DC,0,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,Negative,6
Late Flight,US Airways,"Jacksonville, FL",0,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,Negative,1
Lost Luggage,US Airways,,0,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,Negative,2
Customer Service Issue,US Airways,,0,@USAirways been trying for weeks no use,Negative,4
longlines,US Airways,"Jacksonville, FL",0,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.",Negative,1
,US Airways,,0,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? ðŸ™,Negative,8
Customer Service Issue,US Airways,Maryland,0,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,Negative,2
Customer Service Issue,US Airways,NYC,0,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,Negative,2
,US Airways,East Coast/New England,0,@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,Negative,0
Flight Attendant Complaints,US Airways,"Miami Beach, Florida USA",0,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.,Negative,2
Late Flight,US Airways,,0,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,Negative,9
Customer Service Issue,US Airways,"Greenville, SC",0,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out,Negative,1
Customer Service Issue,US Airways,,0,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy,Negative,2
Flight Booking Problems,US Airways,,0,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,Negative,4
Can't Tell,US Airways,"millville,nj",0,@USAirways what's wrong with the plane? Flt 581,Negative,2
Can't Tell,US Airways,Carmen SanDiego,0,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. ðŸ‘",Negative,1
Lost Luggage,US Airways,,0,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am,Negative,2
Flight Attendant Complaints,US Airways,,0,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!",Negative,1
Can't Tell,US Airways,,0,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",Negative,2
Flight Booking Problems,US Airways,"Richmond, VA",0,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,Negative,0
Customer Service Issue,US Airways,,0,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service,Negative,4
Lost Luggage,US Airways,Kentucky,0,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",Negative,0
Can't Tell,US Airways,"Durham, NC",0,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,Negative,8
Late Flight,US Airways,,0,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,Negative,1
Customer Service Issue,US Airways,"Washington,D.C.",0,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.,Negative,3
Lost Luggage,US Airways,Pennsylvania,0,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,Negative,1
Late Flight,US Airways,,0,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired,Negative,1
Flight Attendant Complaints,US Airways,,0,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death.",Negative,2
Customer Service Issue,US Airways,,0,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",Negative,9
Customer Service Issue,US Airways,,0,@USAirways  I've never been treated this badly,Negative,6
Customer Service Issue,US Airways,,0,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.,Negative,9
Customer Service Issue,US Airways,,0,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,Negative,0
Flight Booking Problems,US Airways,,0,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",Negative,6
